Composition,Eg (eV),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
TiSe2,1.55,45,46,22,34,102.9,110.04,47.88,78.96,6,4,4,4,18,28,4,16,9,10,4,7,2,0,1,2,110.5,135,43,89,1.85,0.9,1.15,1.4,1.82,1,1.16,1.32,2.575,0.01,1.285,2.58,1.85,0.9,1.15,1.4,0.935,0.37,0.56,0.75,3.32,3.56,1.54,2.55,3.47,3.22,1.86,2.54,7.32895,8.3861,3.1359,5.761,7.615,8.33,3.45,5.89,3.124,3.488,1.38,2.434,4,0,2,4,8,8,4,6,3,2,2,2,4,8,0,4,1,2,0,2,7,10,2,6,1270.5,1223,659,941,11.1,7,3.8,14.6,1456.72,952.85,490.15,1933.15,2738.22,1643.85,958.15,3560.15,7.06,5.04,4.54,4.79,0.58,0.12,0.32,0.52,14.419,2.062,6.694,15.45,248.2,345.6,37.7,421,12.99,17.82,2.04,21.9,462,16,227,470,4.885,0.07,2.46,4.85
In0.7P0.7Ga0.3As0.3,1.58,16,23.8,15,49,36.3619,58.691,30.9738,114.818,2,1.4,3,5,7,0.6,13,15,2.925,3.4,5,7,0.5,0,1,1,39.5,3,74,84,0.63,0.385,1,1.55,0.622,0.266,1.06,1.44,0.809,0.567,1.24,2.05,0.63,0.385,1,1.55,0.32975,0.441,0.31,0.94,0.994,0.287,1.78,2.19,0.989,0.483,1.63,2.32,2.30918,0.30144,4.1672,5.172,2.1635,1.764,3.1,5.62,0.9816,0.4179,1.656,2.253,1.61,0.132,3,3.44,2,0.6,3,5,1,0,2,2,1,0.6,1,3,1.75,7,0,10,1.825,0.1,2,5,389.2,317.8,558,1012,3.2575,4.27,3.6,9.7,235.208,236.16,302.95,1090.15,776.075,415.64,553.15,2676.15,2.47,3.843,1.82,7.31,0.2275,0.378,0.23,0.77,3.18275,7.8501,0.657,27.7,64.6446,69.1197,12.129,258.7,21.1161,56.9555,0.235,81.6,141.75,50.4,243,315,1.474,0.637,2.52,3.43
SnI2,2.4,78,56,50,53,186.259,135.099,118.71,126.904,7.5,5,5,5,24,20,14,17,10.5,11,5,8,1.5,1,1,1,136,112,80,96,2.125,1.35,1.4,1.45,2.035,1.25,1.33,1.41,2.525,1.29,1.585,1.88,2.125,1.35,1.4,1.45,2.405,3.43,0.69,2.06,3.64,3.36,1.96,2.66,3.7,3.64,1.88,2.76,8.2282,7.2712,4.5926,5.9319,8.91,9.22,4.3,6.76,3.271,2.894,1.824,2.359,2,4,0,4,9,10,4,7,3,2,2,2,6,8,2,5,15,10,10,10,8,12,2,7,1362.5,1307,709,1008,8.85,2.3,5,7.7,639.225,268.15,386.65,505.15,1728.72,1628.85,457.15,2543.15,8.585,2.55,4.93,7.31,0.3275,0.201,0.214,0.227,11.3385,8.619,7.029,7.824,168.652,254.296,20.752,295.8,33.749,65.702,0.449,66.6,258,88,107,302,2.68,0.92,1.11,3.14
GaS,2.576,23.5,15,16,31,50.8945,37.657,32.066,69.723,3.5,1,3,4,14.5,3,13,16,6,2,5,7,1,0,1,1,81,14,74,88,1.15,0.3,1,1.3,1.14,0.24,1.02,1.26,1.3975,0.595,1.1,1.695,1.15,0.3,1,1.3,0.595,0.33,0.43,0.76,2.195,0.77,1.81,2.58,2.175,0.95,1.7,2.65,5.0065,1.6786,4.1672,5.8458,4.71,3.02,3.2,6.22,2.1725,0.833,1.756,2.589,2.72,1.44,2,3.44,4.5,3,3,6,2,0,2,2,2.5,3,1,4,0,0,0,0,4.5,3,3,6,789.5,421,579,1000,5.5,5.2,2.9,8.1,344.45,83,302.95,385.95,1697,1958.3,717.85,2676.15,3.985,3.83,2.07,5.9,0.54,0.34,0.37,0.71,3.65375,3.8725,1.7175,5.59,134.25,248.9,9.8,258.7,20.4345,40.331,0.269,40.6,282.5,7,279,286,2.83,0.04,2.81,2.85
Bi2Te1.5Se1.5,0.29,98.3333,115,34,83,242.6,299.521,78.96,208.98,8.5,6,4,6,26,2,15,16,9.83333,0.5,5,7,1.66667,0,1,1,146.833,37,86,90,2.34167,1.475,1.15,1.6,2.23333,1.18,1.16,1.46,2.80883,2.0665,1.285,1.997,2.34167,1.475,1.15,1.6,1.615,1.5,0.56,1.17,3.67167,0.215,2.02,2.55,3.88667,0.47,2.14,2.54,8.8206,1.0161,4.8288,5.761,8.81667,0.545,4.69,5.89,3.636,0.369,2.01,2.434,4,3,2,3,9.33333,2,5,6,3.33333,1,2,2,6,2,3,4,11.6667,20,0,10,7.33333,6,2,6,1373.67,5.5,703,941,9.58333,9.1,3.8,7.4,969.167,348.75,490.15,722.65,2332.65,2229.07,958.15,1833.15,12.015,12.315,4.79,9.75,0.34,0.24,0.12,0.32,19.6253,16.194,6.694,17.49,114.992,153.05,37.7,104.8,7.44167,12.68,2.04,7.87,350,45,197,227,3.77833,0.67,2.18,2.46
Pb0.85Se0.85Ge0.15S0.15,0.34,26.45,67.3,16,82,64.7344,171.31,32.066,207.2,2.3875,4.65,3,6,7.5,0.3,14,16,3.0375,3.2,5,7,0.5,0,1,1,42.3875,63.8,79,89,0.71125,1.38,1,1.8,0.642875,1.0965,1.02,1.47,0.816937,1.6115,1.1,2.09,0.71125,1.38,1,1.8,0.471625,1.202,0.43,1.49,1.0965,1.143,1.8,2.58,1.12175,1.2345,1.92,2.65,2.62479,0.18078,4.6406,5.8458,2.48612,2.382,3.9,6.22,1.08306,1.18755,1.854,2.589,1.1685,0.3,2,4,2.5,0.3,4,6,1,0,2,2,1.5,0.3,2,4,2.125,8.5,0,10,2.5,0.3,4,6,418.188,458.6,716,1000,2.59,5.345,2.9,6.8,292.039,125.19,385.95,1220.55,774.689,357.795,717.85,3103.15,3.7175,9.3795,2.07,11.4,0.13425,0.004,0.13,0.71,3.89192,5.28338,1.7175,36.94,58.5487,48.165,9.8,330.9,10.1911,8.94465,0.269,59.9,114.487,110.05,196,377,1.20538,1.148,2.03,3.85
NaI,5.8,32,42,11,53,74.9471,103.915,22.9898,126.904,4,2,3,5,9,16,1,17,4.5,7,1,8,0.5,1,0,1,49,94,2,96,1.6,0.4,1.4,1.8,1.435,0.21,1.33,1.54,2.1175,1.065,1.585,2.65,1.6,0.4,1.4,1.8,1.61,0.9,1.16,2.06,1.795,1.73,0.93,2.66,1.825,1.87,0.89,2.76,4.23485,3.3941,2.5378,5.9319,4.805,3.91,2.85,6.76,1.614,1.49,0.869,2.359,0.5,1,0,1,4,6,1,7,1.5,1,1,2,2.5,5,0,5,5,10,0,10,4,6,1,7,752,512,496,1008,14.3,18.6,5,23.6,378.8,15.7,370.95,386.65,806.65,699,457.15,1156.15,2.9505,3.959,0.971,4.93,0.722,1.016,0.214,1.23,5.211,5.226,2.598,7.824,58.856,76.208,20.752,96.96,70.7245,140.551,0.449,141,108,2,107,109,1.1115,0.003,1.11,1.113
OsP2,1.13,53,46,15,76,126.089,128.282,30.9738,190.23,6,0,3,6,19,22,8,15,9,10,4,7,2,0,1,2,111.5,109,57,83,1.65,0.7,1,1.3,1.69,0.86,1.06,1.26,2.565,0.17,1.24,2.65,1.65,0.7,1,1.3,0.695,0.15,0.31,0.77,3.29,2.18,2.19,2.2,3.245,2.79,1.85,2.32,8.57585,2.6847,4.9591,7.2335,8.07,6.34,4.9,5.62,3.078,2.856,1.65,2.253,5.89,0.22,3,5.78,9,2,5,8,3,2,2,2,3,6,0,3,3,6,0,6,6,8,2,5,1431.5,1185,839,1012,7.85,1.3,3.6,8.5,1976.33,2683.65,317.25,3318.15,3204.72,4196.85,553.15,5303.15,13.12,18.96,1.82,22.6,0.835,1.41,0.13,0.77,16.557,30.486,0.657,31.8,385.129,721.742,12.129,746,44.035,87.13,0.235,87.6,710.5,161,315,791,7.515,1.31,3.43,8.17
CdSiP2,1.8,30.6667,34,14,48,67.4813,84.3255,28.0855,112.411,4.66667,1,3,5,18.6667,18,12,15,8,10,4,7,1,2,0,1,104.667,96,70,83,1.55,0.45,1,1.55,1.57,0.64,1.06,1.48,2.03833,0.265,1.24,2.215,1.55,0.45,1,1.55,0.646667,0.3,0.31,0.92,2.65667,2.69,1.69,2.19,2.67333,3.24,1.4,2.32,6.00737,5.9995,3.9187,4.9591,6.78,6.91,4.33,5.62,2.64733,2.986,1.52,2.253,4.81333,1.56,3,4.44,8.66667,8,4,12,2.66667,2,2,2,2.66667,6,0,3,3.33333,10,0,10,5.33333,8,2,5,1226.33,1237,787,1012,6.6,0,3.6,7.2,970.567,1048.65,317.25,1683.15,1590.87,1521.85,553.15,2628.15,4.87333,5.01,1.82,8.65,0.826667,1.31,0.23,0.77,19.352,49.236,0.657,50.55,169.349,359.962,12.129,384.22,81.7567,147.53,0.235,148,398,340,112,452,4.21667,3.47,1.16,4.63
Na2In4SSe6,1.92,109.5,174,11,49,252.769,413.292,22.9898,114.818,13.25,17,3,5,41.5,94,1,16,17.75,40,1,7,2.75,6,0,1,231.5,530,2,89,4.425,2.6,1,1.8,4.205,2.06,1.02,1.54,5.5775,4.2,1.1,2.65,4.425,2.6,1,1.8,2.4675,1.89,0.43,1.16,6.715,0.72,0.93,2.58,6.5475,0.87,0.89,2.65,15.6055,0.7702,2.5378,5.8458,14.915,0.52,2.85,6.22,6.38875,0.851,0.869,2.589,7.44,11.76,1,3.44,14,34,1,6,6,10,1,2,8,24,0,4,10,40,0,10,13,34,1,6,2467.5,8,496,1000,27.925,44.3,2.9,23.6,1446.94,2199,370.95,490.15,4547.91,8694.75,717.85,2353.15,15.498,27.298,0.971,7.31,1.5025,1.54,0.23,1.23,15.0324,38.4465,1.7175,6.694,338.98,916.2,9.8,231.5,155.227,281.731,0.269,141,707.75,61,109,279,7.479,0.624,1.113,2.85
CuAlSe2,2.7,36.6667,55,13,34,82.8158,130.938,26.9815,78.96,5,5,3,4,18.6667,21,11,16,7.66667,10,4,7,1.66667,0,1,2,105,114,64,89,1.63333,0.95,1.15,1.35,1.55667,1.14,1.16,1.18,2.095,0.53,1.285,2.04,1.63333,0.95,1.15,1.35,0.786667,0.18,0.53,0.71,2.87,3.49,1.61,2.55,2.6,4,1.08,2.54,6.23647,7.9983,3.5237,5.761,6.49667,8.55,3.23,5.89,2.777,3.255,1.613,2.434,4.14667,1.44,2,5.44,8.66667,8,3,11,2.33333,1,1,2,3,8,0,4,3.33333,10,0,10,5.33333,11,1,6,1068.33,1304,578,941,7.53333,0.7,3.8,8.3,1089.87,375.85,490.15,1356.15,2498.87,923.85,958.15,2840.15,7.08,6.26,2.7,8.96,0.64,0.26,0.32,0.9,12.4093,0.338,6.694,13.05,223.033,224.9,37.7,300.3,214.027,396.92,2.04,401,372.667,116,227,338,3.93333,1.43,2.46,3.49
Cu3YbS3,1.56,68.3333,22,16,70,153.292,76.842,32.066,173.04,9,3,3,6,28,45,3,16,12,18,3,7,4,0,1,3,165,225,39,88,2.93333,1.25,1,1.75,2.71,1.5,1.02,1.56,4.33667,0.29,1.1,3.59,2.93333,1.25,1,1.75,1.51667,0.16,0.43,1.13,4.84667,6.64,1.1,2.58,4.09667,4.71,1.08,2.65,11.5098,4.9902,3.6637,6.0009,11.7333,15.56,3.1,6.22,4.80233,6.677,1.09,2.589,8.10667,10.32,2,5.44,18,30,3,11,3.66667,3,1,2,4,12,0,4,10,30,0,10,7.66667,15,1,6,1946,2397,603,1000,16.6,12.3,2.9,21,2106.15,2910.6,385.95,1356.15,4047.72,6366.9,717.85,2840.15,13.3533,20.67,2.07,8.96,1.14,1.98,0.15,0.71,17.3208,33.9975,1.7175,13.05,353.067,871.5,9.8,300.3,412.902,1202.19,0.269,401,667.667,862,152,338,6.87333,8.87,1.6,3.49
RbSbTe2,0.38,64,67,37,52,154.143,169.732,85.4678,127.6,6.66667,0,5,5,16,31,1,16,6.33333,11,1,6,1,2,0,1,89.6667,176,4,90,2.2,0.45,1.4,2.35,2.09333,0.56,1.36,2.16,3.06833,0.76,1.67,4.1,2.2,0.45,1.4,2.35,1.59333,0.76,0.9,1.66,2.35667,3.38,0.82,2.1,2.56667,3.96,0.8,2.38,6.35583,7.695,3.1886,5.4418,6.05667,8.64,2.34,5.49,2.33533,3.61,0.706,2.158,2.66667,2,1,3,6,11,1,6,2.33333,3,1,2,3.66667,8,0,4,10,20,0,10,2.33333,3,1,2,991.667,1335,403,869,21.6333,36.3,5.5,47.3,887.167,592.1,312.05,904.15,1902.73,1264,959.15,2223.15,6.9,5.16,1.53,6.69,0.324333,0.037,0.2,0.363,19.014,17.678,2.192,19.87,84.8187,27.96,52.55,77.14,29.0667,53.5,2.35,58.2,247.333,176,86,262,2.66067,1.898,0.852,2.75
Pb3BiP3O12,3.7,117.5,13,8,83,278.874,16.9876,15.9994,208.98,14.25,18,2,6,73.5,150,14,16,31.25,79,5,7,4.75,0,1,1,405.5,801,81,87,4.3,1.8,0.6,1.8,4.4525,4.35,0.73,1.47,4.39175,0.69,0.465,2.09,4.3,1.8,0.6,1.8,5.2725,3.54,0.31,1.49,13.8175,35.88,1.8,3.44,13.675,34.08,1.92,3.32,33.5927,86.2224,4.7404,8.3703,30.9325,78.78,3.9,7.54,14.4128,37.758,1.854,3.61,4.83,9,0,3,26,60,4,6,9.5,0,2,2,16.5,42,2,4,10,10,0,10,26,60,4,6,5413.75,15065,703,1314,12.029,2.116,0.793,7.4,988.712,1144.95,54.75,600.65,2653.46,4957.65,90.15,2013.15,12.3568,34.1828,0.00143,11.4,3.465,10.92,0.12,0.92,7.58477,8.62892,0.22259,11.3,178.801,492.181,3.4099,177.7,28.699,105.579,0.02674,35.3,1182,357,196,315,12.5,4.2,2.03,3.43
Ce8Sb2S15,1.99,268.667,224,16,58,615.143,639.93,32.066,140.115,34.3333,3,3,6,98,216,3,16,47,81,3,7,13.6667,9,1,3,536.667,1200,15,88,10.9,0.2,1,1.85,10.4333,2.1,1.02,1.65,18.6767,19.5,1.1,4.5,10.9,0.2,1,1.85,5.81667,2.75,0.43,1.15,17.2533,29.74,1.12,2.58,17.61,30.95,1.1,2.65,44.7549,51.0998,4.5734,5.8458,42.6,68.5,3.1,6.22,17.1743,30.115,1.09,2.589,20.5333,4.4,2,3.2,41.3333,66,3,6,16.6667,0,2,2,22,60,0,4,9.33333,20,0,10,36.6667,86,2,6,6980,10728,534,1000,97.8333,193.3,2.9,29.6,5388.92,2779.95,385.95,1071.15,14485.1,17473.5,717.85,3530.15,32.57,17.67,2.07,6.69,4.19667,9.13,0.19,0.71,36.3942,13.9775,1.7175,19.87,1204.43,3165,9.8,414,47.945,44.565,0.269,24.3,2687,2828,262,419,27.6033,29.06,2.75,4.32
Ba2Ca2B4O10,5.6,63,92,5,56,139.512,231.41,10.811,137.327,12,8,2,6,55,156,2,16,25.5,66,2,7,3.5,10,0,1,297.5,856,7,87,4.325,1.7,0.6,2.15,4.505,3.34,0.73,1.98,5.1585,2.154,0.465,3.402,4.325,1.7,0.6,2.15,4.59,1.98,0.25,1.49,11.585,32.62,0.89,3.44,11.325,31.04,1.08,3.32,29.2622,77.6774,3.0128,8.3703,25.44,71,2.2,7.54,12.0335,34.338,0.881,3.61,5,12,0,3,20,56,2,6,9,0,2,2,11,40,0,4,0,0,0,0,20,56,2,6,4632.5,12134,503,1314,36.2325,71.47,0.793,39.7,3544.18,8861.1,54.75,2352.15,4883.68,10391.1,90.15,2823.15,4.86857,6.9857,0.00143,3.5,3.737,3.672,0.204,1.02,58.9015,198.574,0.22259,50.2,645.875,1924.7,3.4099,489.7,136.267,399.733,0.02674,200,1374.5,1936,178,573,14.23,19.56,1.84,5.81
ZnSb,1.11,40.5,21,30,51,93.575,56.37,65.39,121.76,4.5,1,4,5,13.5,3,12,15,5,2,4,6,1.5,1,1,2,77,16,69,85,1.4,0.1,1.35,1.45,1.325,0.15,1.25,1.4,1.8225,0.115,1.765,1.88,1.4,0.1,1.35,1.45,0.82,0.16,0.74,0.9,1.85,0.4,1.65,2.05,1.79,0.7,1.44,2.14,4.3734,1.2438,3.7515,4.9953,4.65,0.4,4.45,4.85,1.787,0.394,1.59,1.984,3.72,1.44,3,4.44,8.5,7,5,12,2,0,2,2,1.5,3,0,3,10,0,10,10,2,0,2,2,870,72,834,906,6.5,0.2,6.4,6.6,798.45,211.4,692.75,904.15,1701.15,1044,1179.15,2223.15,6.91,0.44,6.69,7.13,0.3,0.18,0.21,0.39,13.596,12.548,7.322,19.87,96.22,38.16,77.14,115.3,70.15,91.7,24.3,116,196.5,131,131,262,2.05,1.4,1.35,2.75
K2AgVS4,1.85,43,17,16,47,91.3176,20.3958,32.066,107.868,7.25,7,3,5,20.5,62,1,16,9.5,26,1,7,1.5,2,0,2,117.25,346,3,88,2.8375,0.4,1,2.2,2.675,0.02,1.02,2.03,4.14625,2.98,1.1,3.69,2.8375,0.4,1,2.2,1.6825,1.32,0.43,1.52,3.88,8.68,0.82,2.58,3.8725,9,0.8,2.65,9.00347,17.8068,2.7882,5.8458,9.44,20.04,2.42,6.22,3.806,8.888,0.734,2.589,5.11,3.44,1,5.44,10.5,9,1,11,3.25,7,1,2,4,16,0,4,3.25,10,0,10,7.25,23,1,6,1555,3162,419,1000,29.675,75.2,2.9,43.4,1403.72,1490.35,336.4,2163.15,2769,781.75,717.85,3653.15,6.6525,8.78,0.86,10.5,1.26625,1.265,0.235,0.75,10.9345,14.03,1.7175,20.9,112.493,250.128,0.452,250.58,166.394,427.924,0.269,429,523.5,334,90,514,5.382,3.442,0.934,5.31
BaCuSbSe3,1.6,59.5,27,29,56,139.878,73.781,63.546,137.327,6.75,6,4,6,19,46,2,16,8.25,19,2,7,1.5,2,0,2,106.25,258,9,89,2.1,1.3,1.15,2.15,2.0075,1.5,1.16,1.98,2.7655,0.453,1.285,3.402,2.1,1.3,1.15,2.15,1.195,0.19,0.56,1.49,3.1225,6.76,0.89,2.55,2.98,6.54,1.08,2.54,7.60297,13.6193,3.6637,5.761,7.35,15.27,2.4,5.89,3.00425,6.421,0.881,2.434,4.11,0.56,2,5.44,9,9,2,11,2.75,5,1,2,3.75,12,0,4,5,10,0,10,5.75,17,1,6,1226.25,2320,503,941,16.1,28.3,3.8,39.7,1182.22,114.3,490.15,1356.15,2462.72,34.3,958.15,2840.15,8.38,5.46,3.5,8.96,0.4385,0.176,0.204,0.38,15.188,0.212,6.694,19.87,158.135,187.2,37.7,300.3,112.455,394.88,2.04,401,365.25,158,180,338,3.88,1.59,1.9,3.49
GaHSeO4,5.51,24.5,33,1,34,53.4221,77.9521,1.00794,78.96,4.25,3,1,4,23.5,63,1,16,11.75,23,5,7,1.5,4,0,1,150.75,18,74,92,1.275,1.05,0.25,1.3,1.4275,0.89,0.37,1.26,1.5225,0.165,0.465,1.695,1.275,1.05,0.25,1.3,1.565,4.74,0.1,1.21,5.08,11.95,1.81,3.44,4.905,11.58,1.7,3.32,12.647,29.314,4.1672,8.3703,11.6075,26.96,3.2,7.54,5.2325,12.684,1.756,3.61,1.36,3.44,0,3.44,8.5,23,1,6,3.25,7,1,2,5.25,16,0,4,0,0,0,0,8.5,23,1,6,2022,4677,579,1314,3.943,7.4,0.7,8.1,256.538,476.1,14.05,490.15,1003.79,2655.9,20.25,2676.15,2.67395,5.89993,6.99e-05,5.9,4.6685,13.984,0.32,14.304,3.30826,6.63532,0.05868,6.694,77.6222,258.251,0.44936,258.7,10.7321,40.493,0.02674,40.6,431.75,68,218,286,3.9375,2.81,0,2.81
GaSe,2.151,32.5,3,31,34,74.3415,9.237,69.723,78.96,4,0,4,4,14.5,3,13,16,6,2,5,7,1,0,1,1,81.5,15,74,89,1.225,0.15,1.15,1.3,1.21,0.1,1.16,1.26,1.49,0.41,1.285,1.695,1.225,0.15,1.15,1.3,0.66,0.2,0.56,0.76,2.18,0.74,1.81,2.55,2.12,0.84,1.7,2.54,4.9641,1.5938,4.1672,5.761,4.545,2.69,3.2,5.89,2.095,0.678,1.756,2.434,2.72,1.44,2,3.44,4.5,3,3,6,2,0,2,2,2.5,3,1,4,0,0,0,0,4.5,3,3,6,760,362,579,941,5.95,4.3,3.8,8.1,396.55,187.2,302.95,490.15,1817.15,1718,958.15,2676.15,5.345,1.11,4.79,5.9,0.345,0.05,0.32,0.37,6.142,1.104,5.59,6.694,148.2,221,37.7,258.7,21.32,38.56,2.04,40.6,256.5,59,227,286,2.635,0.35,2.46,2.81
Ga0.75As0.75Zn0.25Se0.25,1.51,16,1,30,34,36.1427,3.3925,65.39,78.96,2,0,4,4,7,1,12,16,2.75,0.75,4,7,0.5625,0.25,1,2,39.5,5,69,89,0.615625,0.05,1.15,1.35,0.611875,0.655,1.16,1.26,0.780937,0.14875,1.285,1.88,0.615625,0.05,1.15,1.35,0.35875,0.43,0.56,0.76,1.01063,0.225,1.65,2.55,0.993125,0.275,1.44,2.54,2.34563,0.502375,3.7515,5.761,2.24,0.9275,3.2,5.89,0.995313,0.211,1.59,2.434,1.61,0.61,2,4.44,2.625,0.75,3,12,1,0,2,2,1,1,0,4,0.625,2.5,0,10,2,1,2,6,401.562,276,579,947,2.9625,5.125,3.8,8.1,335.137,590.4,302.95,1090.15,802.263,1339.5,890.15,2676.15,2.92563,0.585,4.79,7.13,0.175625,0.0175,0.32,0.39,7.11787,16.5825,5.59,27.7,64.5863,167.955,34.76,258.7,24.365,28.49,2.04,116,132.625,193.75,131,302,1.32,1.8825,1.35,2.96
ZnS,3.73,23,14,16,30,48.728,33.324,32.066,65.39,3.5,1,3,4,14,4,12,16,5.5,3,4,7,1.5,1,1,2,78.5,19,69,88,1.175,0.35,1,1.35,1.135,0.23,1.02,1.25,1.49,0.78,1.1,1.88,1.175,0.35,1,1.35,0.585,0.31,0.43,0.74,2.115,0.93,1.65,2.58,2.045,1.21,1.44,2.65,4.79865,2.0943,3.7515,5.8458,5.335,1.77,4.45,6.22,2.0895,0.999,1.59,2.589,3.22,2.44,2,4.44,9,6,6,12,2,0,2,2,2,4,0,4,5,10,0,10,4,4,2,6,953,94,906,1000,4.65,3.5,2.9,6.4,539.35,306.8,385.95,692.75,948.5,461.3,717.85,1179.15,4.6,5.06,2.07,7.13,0.55,0.32,0.39,0.71,4.51975,5.6045,1.7175,7.322,62.55,105.5,9.8,115.3,58.1345,115.731,0.269,116,205,148,131,279,2.1,1.5,1.35,2.85
RbBiSe2,0.92,62.6667,15,34,83,150.789,51.0604,78.96,208.98,6.33333,2,4,6,16,31,1,16,6.66667,13,1,7,1,2,0,1,89.3333,174,4,89,2.08333,0.05,1.15,2.35,1.98,0.16,1.16,2.16,2.889,1.53,1.285,4.1,2.08333,0.05,1.15,2.35,1.31667,0.54,0.56,1.66,2.64667,4.28,0.82,2.55,2.67333,4.28,0.8,2.54,6.51313,8.3334,3.1886,5.761,6.27,9.44,2.34,5.89,2.528,4.162,0.706,2.434,2.66667,2,1,3,6,11,1,6,2.33333,3,1,2,3.66667,8,0,4,3.33333,10,0,10,6,11,1,6,996,1479,403,941,20.7667,39.7,3.8,47.3,612.167,232.1,312.05,544.15,1569.53,83.15,958.15,1833.15,6.95333,8.22,1.53,9.75,0.374333,0.243,0.12,0.363,8.96,9.108,2.192,11.3,84.1387,29.4,37.7,104.8,23.3833,54.12,2.04,58.2,249,368,86,227,2.65067,4.068,0.852,2.46
GeSe2,2.38,50,36,32,34,115.265,85.31,72.61,78.96,6,4,4,4,23,18,14,16,10,8,6,7,1.5,1,1,1,128.5,99,79,89,1.775,1.05,1.15,1.25,1.77,1.1,1.16,1.22,2.065,1.01,1.285,1.56,1.775,1.05,1.15,1.25,0.825,0.59,0.53,0.56,3.555,3.09,2.01,2.55,3.535,3.09,1.99,2.54,8.0813,6.8814,4.6406,5.761,8.19,7.18,4.6,5.89,3.431,2.874,1.994,2.434,4,0,2,4,8,8,4,6,3,2,2,2,5,6,2,4,0,0,0,0,8,8,4,6,1322,1120,762,941,6.85,1.5,3.8,6.1,1100.42,240.25,490.15,1220.55,2509.72,1186.85,958.15,3103.15,7.45,4.26,4.79,5.32,0.48,0.32,0.32,0.32,25.164,23.552,6.694,36.94,203.15,255.5,37.7,330.9,31.99,55.82,2.04,59.9,415.5,77,227,377,4.385,1.07,2.46,3.85
Cu0.4Ga1.6S2.6,2.45,34.2667,8,16,31,73.4489,28.1852,32.066,69.723,5.26667,1.4,3,4,22.2667,37.2,11,16,9.26667,16.6,4,7,1.66667,1.8,1,2,124.267,203.2,64,88,1.74,2.06,1,1.35,1.712,0.636,1.02,1.26,2.12933,2.044,1.1,2.04,1.74,2.06,1,1.35,0.872667,0.098,0.43,0.76,3.45467,3.812,1.81,2.58,3.34733,6.458,1.08,2.65,7.77736,13.7336,3.6637,5.8458,7.69467,11.052,3.2,6.22,3.427,3.9218,1.756,2.589,4.29333,3.024,2,5.44,8.26667,0.4,3,11,2.93333,0.4,1,2,4,10.4,0,4,1.33333,4,0,10,6.93333,15.2,1,6,1274.8,1673.6,579,1000,7.72667,5.42,2.9,8.1,676.883,57.74,302.95,1356.15,2428.1,730.35,717.85,2840.15,6.13533,1.798,2.07,8.96,0.863333,1.254,0.37,0.71,6.20983,0.7545,1.7175,13.05,186.507,94.64,9.8,300.3,75.3531,159.701,0.269,401,439.4,590.2,279,338,4.434,3.1,2.81,3.49
ZnTe,2.37,41,22,30,52,96.495,62.21,65.39,127.6,4.5,1,4,5,14,4,12,16,5,2,4,6,1.5,1,1,2,79.5,21,69,90,1.375,0.05,1.35,1.4,1.305,0.11,1.25,1.36,1.775,0.21,1.67,1.88,1.375,0.05,1.35,1.4,0.925,0.37,0.74,1.11,1.875,0.45,1.65,2.1,1.91,0.94,1.44,2.38,4.59665,1.6903,3.7515,5.4418,4.97,1.04,4.45,5.49,1.874,0.568,1.59,2.158,3.22,2.44,2,4.44,9,6,6,12,2,0,2,2,2,4,0,4,10,0,10,10,2,0,2,2,887.5,37,869,906,5.95,0.9,5.5,6.4,707.7,29.9,692.75,722.65,1221.05,83.8,1179.15,1262.95,6.685,0.89,6.24,7.13,0.295,0.19,0.2,0.39,12.406,10.168,7.322,17.49,83.925,62.75,52.55,115.3,59.175,113.65,2.35,116,164,66,131,197,1.77,0.84,1.35,2.19
ZnTe,2.34,41,22,30,52,96.495,62.21,65.39,127.6,4.5,1,4,5,14,4,12,16,5,2,4,6,1.5,1,1,2,79.5,21,69,90,1.375,0.05,1.35,1.4,1.305,0.11,1.25,1.36,1.775,0.21,1.67,1.88,1.375,0.05,1.35,1.4,0.925,0.37,0.74,1.11,1.875,0.45,1.65,2.1,1.91,0.94,1.44,2.38,4.59665,1.6903,3.7515,5.4418,4.97,1.04,4.45,5.49,1.874,0.568,1.59,2.158,3.22,2.44,2,4.44,9,6,6,12,2,0,2,2,2,4,0,4,10,0,10,10,2,0,2,2,887.5,37,869,906,5.95,0.9,5.5,6.4,707.7,29.9,692.75,722.65,1221.05,83.8,1179.15,1262.95,6.685,0.89,6.24,7.13,0.295,0.19,0.2,0.39,12.406,10.168,7.322,17.49,83.925,62.75,52.55,115.3,59.175,113.65,2.35,116,164,66,131,197,1.77,0.84,1.35,2.19
